순번,단지명,회사명,공장대표주소(도로명),공장대표주소(지번),업종번호,업종명,업종분류,전화번호,팩스번호,남종업원,여종업원,외국인(남),외국인(여),종업원수,생산품,용지면적,제조시설면적,부대시설면적,건축면적
90,진주상평일반산업단지,경남도어,경상남도 진주시 큰들로 75-1 (상평동),경상남도 진주시 상평동 212-15번지,"25111, ","금속 문, 창, 셔터 및 관련제품 제조업","금속가공, 기계",055-762-2110,055-762-8110,3,1,0,0,4,금속창호,892.4,473.54,20.46,494
91,진주상평일반산업단지,경남스틸,경상남도 진주시 공단로 124(상평동),경상남도 진주시 상평동 200-9,"25113, ",육상 금속 골조 구조재 제조업,"금속가공, 기계",055-753-9089,055-753-9059,3,2,0,0,5,건축부속자재,1483.9,984,42,1026
92,진주상평일반산업단지,경동공업사,경상남도 진주시 돗골로70번길 5 (상평동),경상남도 진주시 상평동 200-28번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-755-9884,055-755-9881,2,1,6,0,9,"핀,축",695.8,200,6.51,206.51
93,진주상평일반산업단지,경동산업,경상남도 진주시 남강로1317번길 8 (상대동) 외 1필지,경상남도 진주시 상대동 33-176번지 외 1필지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-752-5352,055-752-5386,1,0,0,0,1,농기계및중장비부품,993,752.05,37.8,789.85
94,진주상평일반산업단지,경상정밀,경상남도 진주시 남강로1317번길 25 (상평동),경상남도 진주시 상평동 55-25번지,"29120, ",유압기기 제조업,"금속가공, 기계",공람,055-758-7568,2,1,0,0,3,유압부품,0,1236.01,175,1411.01
95,진주상평일반산업단지,경신공업사,경상남도 진주시 동진로312번길 14 (상대동),경상남도 진주시 상대동 33-68번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-762-1477,055-762-3189,1,2,0,0,3,자동차 및 농기계부품,827.5,430,77.909,507.909
96,진주상평일반산업단지,경일공업,경상남도 진주시 솔밭로32번길 11 (상평동),경상남도 진주시 상평동 224-5번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-753-3835,055-753-3835,4,1,0,0,5,"농기계부품(샤프트,플랜지)",1653,581,200.2,781.2
97,진주상평일반산업단지,경일철강,경상남도 진주시 도동로 95 (상대동),경상남도 진주시 상대동 33-164번지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-758-9735,055-758-9736,2,1,0,0,3,농기계부품,1339,993.33,54.67,1048
98,진주상평일반산업단지,경창공업,경상남도 진주시 대신로184번길 18 (상평동) 외 1필지,경상남도 진주시 상평동 154-7번지 외 1필지,"29142, ",기어 및 동력전달장치 제조업,"금속가공, 기계",055-752-6781,055-762-3410,11,4,6,0,21,자동차부품(기어류),4188.1,2078.56,92.33,2170.89
99,진주상평일반산업단지,경호공업,경상남도 진주시 큰들로 55 (상평동),경상남도 진주시 상평동 225-9번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-758-1001,055-758-0288,2,4,0,0,6,"샤프트, 기어 등",1100.5,764.17,50.41,814.58
100,진주상평일반산업단지,고강공업사,경상남도 진주시 대신로 151 (상평동),경상남도 진주시 상평동 194-5번지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-752-1573,055-752-1573,1,1,0,0,2,농기계부품(경운기샤프트),885.6,155.6,0,155.6
101,진주상평일반산업단지,공단절곡,경상남도 진주시 돗골로70번길 1 (상평동),경상남도 진주시 상평동 200-28번지,"25111, ","금속 문, 창, 셔터 및 관련제품 제조업","금속가공, 기계",055-752-5230,055-755-5230,2,0,0,0,2,철문,313,231,0,231
102,진주상평일반산업단지,광명금속,경상남도 진주시 돗골로46번길 17 (상평동),경상남도 진주시 상평동 202-14번지,"25922, ",도금업,"금속가공, 기계",055-753-6144,055-753-6144,4,0,0,0,4,도금,330,76,0,76
103,진주상평일반산업단지,광성정밀,경상남도 진주시 돗골로58번길 6(상평동),경상남도 진주시 상평동 202-7,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-759-6404,공람,1,1,0,0,2,농기계부품,231,214.5,16.5,231
104,진주상평일반산업단지,구일정공,경상남도 진주시 돗골로 68 (상평동),경상남도 진주시 상평동 201-10번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-755-9191,055-758-9192,2,0,0,0,2,농기계부품,1508.89,232.43,387.81,620.24
105,진주상평일반산업단지,극동스틸,경상남도 진주시 남강로1317번길 7 (상평동),경상남도 진주시 상평동 55-72번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-758-4200,055-758-0990,2,0,2,0,4,농기계부품 소재(반제품),0,330,0,330
106,진주상평일반산업단지,금강공업사,경상남도 진주시 돗골로46번길 9 (상평동),경상남도 진주시 상평동 202-11번지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-753-3344,055-755-3380,6,9,0,0,15,농기구부품,826.5,140.4,105.6,246
107,진주상평일반산업단지,금강정밀,경상남도 진주시 솔밭로 34 (상평동),경상남도 진주시 상평동 224-10번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-758-8268,055-762-3638,1,0,0,0,1,농기계부품,165,165,0,165
108,진주상평일반산업단지,금광공업사,경상남도 진주시 돗골로57번길 19 (상평동),경상남도 진주시 상평동 213-12번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",공람,055-761-1938,1,1,0,0,2,유압부품(농기계부품),66,57,9,66
109,진주상평일반산업단지,금광공업사,경상남도 진주시 공단로 86 (상평동) 외 1필지,경상남도 진주시 상평동 222-2 외 1필지,"25929, ",그 외 기타 금속가공업,"금속가공, 기계",055-755-4505,055-759-4501,2,1,0,2,5,"농기계,자동차부품",1082.6,547.8,109.27,657.07
110,진주상평일반산업단지,금상공업,경상남도 진주시 솔밭로32번길 8 (상평동),경상남도 진주시 상평동 225-14번지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-753-4666,055-762-9152,7,2,0,0,9,농기계부품,325.9,212.17,0,212.17
111,진주상평일반산업단지,금오철강(주),경상남도 진주시 돗골로 69 (상평동),경상남도 진주시 상평동 215-22번지,"25119, ",기타 구조용 금속제품 제조업,"금속가공, 기계",055-758-9346,055-758-9347,3,3,0,0,6,철구조물,1306,480,63,543
112,진주상평일반산업단지,금왕공업,경상남도 진주시 솔밭로 34 (상평동),경상남도 진주시 상평동 224-10번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-758-8806,055-762-3638,5,2,0,0,7,각종 케이스류,261,234,27,261
113,진주상평일반산업단지,금우정밀,경상남도 진주시 돗골로58번길 17 (상평동),경상남도 진주시 상평동 201-5번지,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,"자동차, 운송장비",055-758-6248,055-755-4120,3,0,0,0,3,"자동차부품(바퀴,감속기어,카바,밸브등)",965.3,235.6,81.4,317
114,진주상평일반산업단지,금우정밀,경상남도 진주시 도동로88번길 7 (상평동) 외 1필지,경상남도 진주시 상평동 55-93번지 외 1필지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-758-6248,055-758-6280,7,0,6,0,13,농기계부품(밸브류),915,703.29,0,703.29
115,진주상평일반산업단지,기능공업사,경상남도 진주시 동진로335번길 8 (상대동),경상남도 진주시 상대동 33-52번지,"29142, ",기어 및 동력전달장치 제조업,"금속가공, 기계",055-753-0548,055-759-0730,11,6,0,0,17,축가공,1655,319.72,141.94,461.66
116,진주상평일반산업단지,기현비앤티,경상남도 진주시 돗골로 66 (상평동),경상남도 진주시 상평동 201-15번지,"29142, ",기어 및 동력전달장치 제조업,"금속가공, 기계",055-762-0802,055-762-3401,6,1,0,0,7,"기어, 축, 밋숀",1610.1,525.02,484.63,1009.65
117,진주상평일반산업단지,남강정밀,경상남도 진주시 큰들로65번길 5(상평동),경상남도 진주시 상평동 225-30,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",공람,공람,1,1,0,0,2,"농기계,중장비부품",642,430.25,-22,408.25
118,진주상평일반산업단지,남강제지(주),경상남도 진주시 남강로1367번길 36 (상대동) 외 4필지,경상남도 진주시 상대동 33-10번지 외 4필지,"17129, 17122, 17124",기타 종이 및 판지 제조업 외 2 종,"목재, 종이, 출판",055-752-1717,055-755-7639,49,3,7,0,59,"박엽지, 특수지",14386,2803.2,6800.84,9604.04
119,진주상평일반산업단지,남경도금공업사,경상남도 진주시 큰들로113번길 7 (상평동),경상남도 진주시 상평동 203-19번지,"25922, ",도금업,"금속가공, 기계",055-752-5341,055-762-4341,6,0,0,0,6,도금(선박엔진부품),484.7,160.7,0,160.7
120,진주상평일반산업단지,남지공업사,경상남도 진주시 대신로159번길 11 (상평동),경상남도 진주시 상평동 194-9번지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-752-0280,055-757-5639,8,4,0,0,12,"농기계부품, 자동차부품",1027,252.78,465.94,718.72
121,진주상평일반산업단지,노력공업사,경상남도 진주시 공단로 78 (상평동),경상남도 진주시 상평동 222-11번지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-752-6529,055-762-9209,17,6,0,0,23,엔진프레임,1488.3,54,0,54
122,진주상평일반산업단지,농업회사법인서라벌(주),경상남도 진주시 남강로 1369 (상대동),경상남도 진주시 상대동 33-90번지,"10111, 10112",육류 도축업(가금류 제외) 외 1 종,음식료,055-755-5508,055-755-5523,37,10,0,0,47,돈육,4982,3894,378,4272
123,진주상평일반산업단지,다성정밀,경상남도 진주시 돗골로70번길 8 (상평동),경상남도 진주시 상평동 201-9번지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-761-9633,055-763-9631,3,0,4,1,8,"전동축,기어",968.6,733.04,90.32,823.36
124,진주상평일반산업단지,다인실크,경상남도 진주시 공단로187번길 10 (상평동),경상남도 진주시 상평동 55-49번지,"13401, ",솜 및 실 염색가공업,"섬유, 의복",055-759-9330,055-759-9331,0,3,0,0,3,실크염색사,380,330,50,380
125,진주상평일반산업단지,다인정공,경상남도 진주시 동진로311번길 14 (상대동),경상남도 진주시 상대동 33-37번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-752-2551,055-752-2554,6,0,0,0,6,밸브,204.38,200.74,3.64,204.38
126,진주상평일반산업단지,다인정밀,경상남도 진주시 돗골로69번길 18 (상평동),경상남도 진주시 상평동 215-13번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-757-0921,055-761-1812,3,2,0,0,5,"자동차,농기계부품",793.4,460.8,13.2,474
127,진주상평일반산업단지,다인정밀,경상남도 진주시 돗골로70번길 7 (상평동),경상남도 진주시 상평동 200-29,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",공람,공람,1,0,0,0,1,농기계부품,208.83,130,34.63,164.63
128,진주상평일반산업단지,대경기공사,경상남도 진주시 공단로187번길 19 (상평동),경상남도 진주시 상평동 153-2번지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-752-6872,055-758-9990,6,3,0,0,9,오일팬조합(농기구부품),1055.7,851.86,118.87,970.73
129,진주상평일반산업단지,대경정밀,경상남도 진주시 솔밭로 54 (상평동),경상남도 진주시 상평동 223-7번지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-753-8820,055-752-0658,48,1,0,0,49,농기구부품,2709.7,1100,265.99,1365.99
130,진주상평일반산업단지,대도공업,경상남도 진주시 솔밭로31번길 9 (상평동),경상남도 진주시 상평동 234-21번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-758-0709,055-758-0686,3,1,3,0,7,기어류,991.7,222,145.1,367.1
131,진주상평일반산업단지,대동이엔지,경상남도 진주시 큰들로162번길 7 (상평동),경상남도 진주시 상평동 55-106,"25924, 30331",절삭가공 및 유사처리업 외 1 종,"금속가공, 기계",055-755-9795,055-755-9791,3,1,0,0,4,"농기계부품, 자동차총력전달장치부품",661,457,44.8,501.8
132,진주상평일반산업단지,대륭공업2공장,경상남도 진주시 공단로187번길 7(상평동),경상남도 진주시 상평동 154-2,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-755-3688,055-752-4259,6,2,1,0,9,농기계부품,346.8,187.68,10.8,198.48
133,진주상평일반산업단지,대륭공업사,경상남도 진주시 대신로184번길 21 (상평동),경상남도 진주시 상평동 153-7번지,"25924, 25200, 29120, 29142, 29210, 30331, 31114, 31322, 31910",절삭가공 및 유사처리업 외 8 종,"금속가공, 기계",055-755-3688,055-752-4259,5,2,1,0,8,"자동차, 농기계, 항공기 부품",1722.3,988,202.5,1190.5
134,진주상평일반산업단지,대복기계,경상남도 진주시 대신로196번길 14 (상평동),경상남도 진주시 상평동 153-31번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-757-3971,055-757-3971,2,1,0,0,3,"밸브, 유압부품",662.6,492.8,0,492.8
135,진주상평일반산업단지,대산정밀,경상남도 진주시 돗골로 73 (상평동) 외 1필지,경상남도 진주시 상평동 215-2 외 1필지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-761-5968,055-761-5968,2,0,6,0,8,"펌프케이싱, 자동차 부품, 농기계부품",1439.8,832.31,172.16,1004.47
136,진주상평일반산업단지,대상ENG,경상남도 진주시 공단로187번길 22 (상평동),경상남도 진주시 상평동 55-11번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-762-8308,055-762-8308,0,2,0,0,2,"축, 기어",247.5,220.33,27.17,247.5
137,진주상평일반산업단지,대상공업,경상남도 진주시 솔밭로56번길 21 (상평동) 외 1필지,경상남도 진주시 상평동 222-3번지 외 1필지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-753-4160,055-762-4160,24,2,0,0,26,"전동기모터축,전동감속기 및 그부품",3298.9,1555.96,852.68,2408.64
138,진주상평일반산업단지,대석정밀,경상남도 진주시 도동로 96 (상대동),경상남도 진주시 상대동 33-123번지,"29133, ","탭, 밸브 및 유사장치 제조업","금속가공, 기계",055-755-7495,055-763-3495,19,1,0,0,20,밸브,1688,1298.35,115.05,1413.4
139,진주상평일반산업단지,대성공업,경상남도 진주시 대신로 163 (상평동),경상남도 진주시 상평동 195-4번지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-762-8564,055-762-8567,16,13,0,0,29,농기계부품(사출),1716,299.1,0,299.1
140,진주상평일반산업단지,대성산업,경상남도 진주시 돗골로58번길 6 (상평동),경상남도 진주시 상평동 202-7번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-753-4825,055-753-4826,4,0,0,0,4,"기어, 샤프트",396.3,333.3,63,396.3
141,진주상평일반산업단지,대성산업,경상남도 진주시 대신로136번길 12 (상평동),경상남도 진주시 상평동 158-20번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-752-2863,055-752-2867,1,2,0,0,3,환봉절단품,684,459.86,17.7,477.56
142,진주상평일반산업단지,대신정공(주),경상남도 진주시 동진로335번길 13 (상대동),경상남도 진주시 상대동 33-40번지,"29210, 30391, 30392, 30399, 30400",농업 및 임업용 기계 제조업 외 4 종,"금속가공, 기계",055-762-5200,055-757-4622,34,10,10,2,56,"시보케이스 조합, 트럭프레임",4192,2597.43,1134.3,3731.73
